date,crime_type,state,Primary Category,Secondary Category,Months Difference
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-06-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,174
2010-08-01,ARSON,California,Miscellaneous Crimes,ARSON,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,ARSON,California,Miscellaneous Crimes,ARSON,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-07-01,BURGLARY,California,Property Crimes,BURGLARY,173
2010-04-01,BURGLARY,California,Property Crimes,BURGLARY,176
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-01-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,179
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,ARSON,California,Miscellaneous Crimes,ARSON,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,ARSON,California,Miscellaneous Crimes,ARSON,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-07-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,173
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,"BURGLARY FROM VEHICLE, ATTEMPTED",California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-07-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,173
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY WITH SEXUAL CONTACT,California,Violent Crimes,BATTERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-05-01,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,175
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"BURGLARY FROM VEHICLE, ATTEMPTED",California,Property Crimes,BURGLARY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,"BURGLARY, ATTEMPTED",California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,BURGLARY,California,Property Crimes,BURGLARY,172
2010-08-01,"RAPE, FORCIBLE",California,Sexual Offenses,RAPE,172
2010-08-01,INTIMATE PARTNER - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,ATTEMPTED ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",California,Violent Crimes,ASSAULT,172
2010-08-01,BURGLARY FROM VEHICLE,California,Property Crimes,BURGLARY,172
2010-08-01,ROBBERY,California,Violent Crimes,ROBBERY,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
2010-08-01,BATTERY - SIMPLE ASSAULT,California,Violent Crimes,ASSAULT,172
